"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Parent PID"
"3:15:18.0533733 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\fontdrvhost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\fontdrvhost.exe","628"
"3:15:18.0647975 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.0648785 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.0650043 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\WUDFHost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\WUDFHost.exe","628"
"3:15:18.0652421 PM","MsMpEng.exe","3976","IRP_MJ_CREATE","C:\Windows\System32\WUDFHost.exe","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open No Recall, Disallow Exclusive, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.0652954 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_VOLUME_INFORMATION","C:\Windows\System32\WUDFHost.exe","SUCCESS","Type: QueryInformationVolume, VolumeCreationTime: 9/9/2018 5:22:45 AM, VolumeSerialNumber: 4816-259A, SupportsObjects: True, VolumeLabel: ","628"
"3:15:18.0653098 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\WUDFHost.exe","BUFFER OVERFLOW","Type: QueryAllInformationFile, CreationTime: 4/12/2018 7:34:28 AM, LastAccessTime: 9/12/2019 12:36:38 PM, LastWriteTime: 4/12/2018 7:34:28 AM, ChangeTime: 10/10/2018 2:53:36 PM, FileAttributes: A, AllocationSize: 253,952, EndOfFile: 250,880, NumberOfLinks: 2, DeletePending: False, Directory: False, IndexNumber: 0x1000000033f5b, EaSize: 244, Access: Read Attributes, Synchronize, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Byte","628"
"3:15:18.0653238 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_VOLUME_INFORMATION","C:\Windows\System32\WUDFHost.exe","SUCCESS","Type: QueryInformationVolume, VolumeCreationTime: 9/9/2018 5:22:45 AM, VolumeSerialNumber: 4816-259A, SupportsObjects: True, VolumeLabel: ","628"
"3:15:18.0653334 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\WUDFHost.exe","BUFFER OVERFLOW","Type: QueryAllInformationFile, CreationTime: 4/12/2018 7:34:28 AM, LastAccessTime: 9/12/2019 12:36:38 PM, LastWriteTime: 4/12/2018 7:34:28 AM, ChangeTime: 10/10/2018 2:53:36 PM, FileAttributes: A, AllocationSize: 253,952, EndOfFile: 250,880, NumberOfLinks: 2, DeletePending: False, Directory: False, IndexNumber: 0x1000000033f5b, EaSize: 244, Access: Read Attributes, Synchronize, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Byte","628"
"3:15:18.0653469 PM","MsMpEng.exe","3976","IRP_MJ_FILE_SYSTEM_CONTROL","C:\Windows\System32\WUDFHost.exe","SUCCESS","Control: FSCTL_READ_FILE_USN_DATA","628"
"3:15:18.0653783 PM","MsMpEng.exe","3976","IRP_MJ_CLEANUP","C:\Windows\System32\WUDFHost.exe","SUCCESS","","628"
"3:15:18.0653935 PM","MsMpEng.exe","3976","IRP_MJ_CLOSE","C:\Windows\System32\WUDFHost.exe","SUCCESS","","628"
"3:15:18.0949375 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.0950092 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.0951545 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.1402620 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.1403251 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.1404478 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.1840881 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.1841457 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.1846951 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\dwm.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\dwm.exe","628"
"3:15:18.1849259 PM","MsMpEng.exe","3976","IRP_MJ_CREATE","C:\Windows\System32\dwm.exe","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open No Recall, Disallow Exclusive, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.1849791 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_VOLUME_INFORMATION","C:\Windows\System32\dwm.exe","SUCCESS","Type: QueryInformationVolume, VolumeCreationTime: 9/9/2018 5:22:45 AM, VolumeSerialNumber: 4816-259A, SupportsObjects: True, VolumeLabel: ","628"
"3:15:18.1849941 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\dwm.exe","BUFFER OVERFLOW","Type: QueryAllInformationFile, CreationTime: 4/12/2018 7:34:19 AM, LastAccessTime: 9/12/2019 12:36:38 PM, LastWriteTime: 4/12/2018 7:34:19 AM, ChangeTime: 10/10/2018 2:53:33 PM, FileAttributes: A, AllocationSize: 65,536, EndOfFile: 62,464, NumberOfLinks: 2, DeletePending: False, Directory: False, IndexNumber: 0x1000000033bd6, EaSize: 244, Access: Read Attributes, Synchronize, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Byte","628"
"3:15:18.1850095 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_VOLUME_INFORMATION","C:\Windows\System32\dwm.exe","SUCCESS","Type: QueryInformationVolume, VolumeCreationTime: 9/9/2018 5:22:45 AM, VolumeSerialNumber: 4816-259A, SupportsObjects: True, VolumeLabel: ","628"
"3:15:18.1850194 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\dwm.exe","BUFFER OVERFLOW","Type: QueryAllInformationFile, CreationTime: 4/12/2018 7:34:19 AM, LastAccessTime: 9/12/2019 12:36:38 PM, LastWriteTime: 4/12/2018 7:34:19 AM, ChangeTime: 10/10/2018 2:53:33 PM, FileAttributes: A, AllocationSize: 65,536, EndOfFile: 62,464, NumberOfLinks: 2, DeletePending: False, Directory: False, IndexNumber: 0x1000000033bd6, EaSize: 244, Access: Read Attributes, Synchronize, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Byte","628"
"3:15:18.1850342 PM","MsMpEng.exe","3976","IRP_MJ_FILE_SYSTEM_CONTROL","C:\Windows\System32\dwm.exe","SUCCESS","Control: FSCTL_READ_FILE_USN_DATA","628"
"3:15:18.1850642 PM","MsMpEng.exe","3976","IRP_MJ_CLEANUP","C:\Windows\System32\dwm.exe","SUCCESS","","628"
"3:15:18.1850807 PM","MsMpEng.exe","3976","IRP_MJ_CLOSE","C:\Windows\System32\dwm.exe","SUCCESS","","628"
"3:15:18.2661095 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.2662228 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.2663656 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.3044464 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.3045105 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.3046352 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.3134138 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 9056, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3135543 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 9400, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3294401 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 6692, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3295292 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 1984, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3296110 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 9536, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3297448 PM","svchost.exe","3060","Thread Exit","","SUCCESS","Thread ID: 10080, User Time: 0.0000000, Kernel Time: 0.0000000","628"
"3:15:18.3401268 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.3401868 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.3403099 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.3959629 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.3960916 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.3962619 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.4285863 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.4292634 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.4294301 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.4975087 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.4975724 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.4976926 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.5508827 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.5509448 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.5510690 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.5921398 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.5921971 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.5923294 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.6658538 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.6659128 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.6660230 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.7234718 PM","MsMpEng.exe","3976","FASTIO_LOCK","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True","628"
"3:15:18.7236376 PM","MsMpEng.exe","3976","FASTIO_UNLOCK_SINGLE","C:\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm","SUCCESS","Offset: 124, Length: 1","628"
"3:15:18.7238778 PM","MsMpEng.exe","3976","IRP_MJ_QUERY_INFORMATION","C:\Windows\System32\svchost.exe","SUCCESS","Type: QueryNameInformationFile, Name: \Windows\System32\svchost.exe","628"
"3:15:18.7626154 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","FAST IO DISALLOWED","","628"
"3:15:18.7627563 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7628154 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:39 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:39 PM, ChangeTime: 9/8/2018 1:30:39 PM, FileAttributes: D","628"
"3:15:18.7628582 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7628818 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7630862 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","FAST IO DISALLOWED","","628"
"3:15:18.7631415 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","FAST IO DISALLOWED","","628"
"3:15:18.7633100 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7633444 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:39 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:39 PM, ChangeTime: 9/8/2018 1:30:39 PM, FileAttributes: D","628"
"3:15:18.7633539 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7633586 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7633766 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7633859 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:39 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:39 PM, ChangeTime: 9/8/2018 1:30:39 PM, FileAttributes: D","628"
"3:15:18.7634002 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7634211 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7635869 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","FAST IO DISALLOWED","","628"
"3:15:18.7636282 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7636780 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests\*","SUCCESS","Type: QueryDirectory, Filter: *, 2: .","628"
"3:15:18.7637211 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","Type: QueryDirectory, 1: ..","628"
"3:15:18.7637408 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7637485 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","NO MORE FILES","Type: QueryDirectory","628"
"3:15:18.7637672 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7637726 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:39 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:39 PM, ChangeTime: 9/8/2018 1:30:39 PM, FileAttributes: D","628"
"3:15:18.7637873 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7637988 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\requests","SUCCESS","","628"
"3:15:18.7638189 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7639778 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7640229 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests\*","SUCCESS","Type: QueryDirectory, Filter: *, 2: .","628"
"3:15:18.7640726 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","Type: QueryDirectory, 1: ..","628"
"3:15:18.7641565 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","NO MORE FILES","Type: QueryDirectory","628"
"3:15:18.7641868 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7641996 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\output\split-requests","SUCCESS","","628"
"3:15:18.7643392 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","FAST IO DISALLOWED","","628"
"3:15:18.7644286 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7644517 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:20 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:20 PM, ChangeTime: 9/8/2018 1:30:20 PM, FileAttributes: D","628"
"3:15:18.7644606 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","","628"
"3:15:18.7644717 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","","628"
"3:15:18.7645725 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","FAST IO DISALLOWED","","628"
"3:15:18.7646582 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7646783 PM","ManagementAgentHost.exe","3944","FASTIO_QUERY_INFORMATION","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 9/8/2018 1:30:20 PM, LastAccessTime: 9/12/2019 3:15:17 PM, LastWriteTime: 9/8/2018 1:30:20 PM, ChangeTime: 9/8/2018 1:30:20 PM, FileAttributes: D","628"
"3:15:18.7646868 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLEANUP","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","","628"
"3:15:18.7647089 PM","ManagementAgentHost.exe","3944","IRP_MJ_CLOSE","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","","628"
"3:15:18.7648227 PM","ManagementAgentHost.exe","3944","IRP_MJ_CREATE","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","628"
"3:15:18.7648513 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg\*","SUCCESS","Type: QueryDirectory, Filter: *, 2: .","628"
"3:15:18.7648747 PM","ManagementAgentHost.exe","3944","IRP_MJ_DIRECTORY_CONTROL","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg","SUCCESS","Type: QueryDirectory, 1: .., 2: cafTestInfra_CafTestInfraProvider_1_0_0.xml, 3: caf_ConfigProvider_1_0_0.xml, 4: caf_InstallProvider_1_0_0.xml, 5: caf_RemoteCommandProvider_1_0_0.xml","628"
"3:15:18.7649924 PM","ManagementAgentHost.exe","3944","FASTIO_NETWORK_QUERY_OPEN","C:\ProgramData\VMware\VMware CAF\pme\data\input\providerReg\cafTestInfra_CafTestInfraProvider_1_0_0.xml","FAST IO DISALLOWED","","628"
